2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,
2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,2398531.138535,
2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,2112478.733889,
1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,1852809.348196,
1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,1617848.595304,
1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,1405976.986969,
1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,1215629.932851,
1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,1045297.740520,
893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,893525.615449,
758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,758913.661021,
